Thread ID: 70141056596960
Fiber ID: 70141066590800
Total: 0.033807
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.06      0.000     0.000     0.000     0.000        1   Arel::SelectManager#initialize 
  0.06      0.015     0.000     0.000     0.015        2   ActionView::Template#render 
  0.06      0.000     0.000     0.000     0.000        2   ActionView::LookupContext#formats= 
  0.06      0.000     0.000     0.000     0.000        1   ActionView::Helpers::ControllerHelper#assign_controller 
  0.06      0.000     0.000     0.000     0.000        5   Hash#stringify_keys! 
  0.06      0.030     0.000     0.000     0.030       10  *ActiveSupport::Callbacks::ClassMethods#__run_callback 
  0.06      0.000     0.000     0.000     0.000        6   ActionDispatch::Response#[] 
  0.06      0.029     0.000     0.000     0.029        1   Rails::Rack::Logger#call_app 
  0.06      0.000     0.000     0.000     0.000        3   Rack::BodyProxy#respond_to? 
  0.06      0.000     0.000     0.000     0.000       15   String#eql? 
  0.06      0.000     0.000     0.000     0.000        5   Rack::Request#path_info 
  0.06      0.016     0.000     0.000     0.016        1   ActionView::TemplateRenderer#render 
  0.06      0.000     0.000     0.000     0.000        2   Sprockets::Helpers::RailsHelper#asset_prefix 
  0.06      0.006     0.000     0.000     0.006        4   ActionDispatch::Routing::PolymorphicRoutes#polymorphic_path 
  0.06      0.000     0.000     0.000     0.000        2   ActionView::OutputBuffer#initialize 
  0.06      0.029     0.000     0.000     0.029        1   ActiveRecord::QueryCache#call 
  0.06      0.000     0.000     0.000     0.000        1   Arel::Nodes::SelectCore#initialize 
  0.06      0.000     0.000     0.000     0.000        7   <Class::ActiveSupport::Inflector::Inflections>#instance 
  0.06      0.000     0.000     0.000     0.000        8   Mime::Type#to_sym 
  0.06      0.017     0.000     0.000     0.017        1   ActionController::Renderers#render_to_body 
  0.06      0.000     0.000     0.000     0.000        7   Hash#== 
  0.06      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#collapse_wheres 
  0.06      0.000     0.000     0.000     0.000        1   Arel::Visitors::ToSql#column_for 
  0.06      0.001     0.000     0.000     0.001        1   ActiveRecord::ConnectionAdapters::QueryCache#cache_sql 
  0.06      0.000     0.000     0.000     0.000        2   Hash#hash 
  0.06      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionManagement::Proxy#respond_to? 
  0.06      0.000     0.000     0.000     0.000        4   ActionDispatch::Request#request_method 
  0.06      0.000     0.000     0.000     0.000       12   ActiveModel::Conversion#to_model 
  0.06      0.000     0.000     0.000     0.000        3   ActionView::LookupContext::ViewPaths#detail_args_for 
  0.05      0.000     0.000     0.000     0.000       10   Journey::Nodes::Literal#type 
  0.05      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#use_relative_controller! 
  0.05      0.000     0.000     0.000     0.000        1   Rack::Request#cookies 
  0.05      0.000     0.000     0.000     0.000        5   Array#delete 
  0.05      0.000     0.000     0.000     0.000        4   Rack::MockSession#last_response 
  0.05      0.000     0.000     0.000     0.000        4   <Module::ActiveModel::Naming>#singular_route_key 
  0.05      0.000     0.000     0.000     0.000        9   String#upcase 
  0.05      0.000     0.000     0.000     0.000        6   ActiveRecord::Base#== 
  0.05      0.000     0.000     0.000     0.000        4   <Class::File>#extname 
  0.05      0.000     0.000     0.000     0.000        2   ActionController::Base#allow_forgery_protection 
  0.05      0.004     0.000     0.000     0.004        1   ActiveRecord::Querying#all 
  0.05      0.001     0.000     0.000     0.001        1   ActiveRecord::ConnectionAdapters::QueryCache#select_all 
  0.05      0.022     0.000     0.000     0.022        1   ActionController::Rendering#process_action 
  0.05      0.000     0.000     0.000     0.000        7   ActionController::Metal#env 
  0.05      0.001     0.000     0.000     0.001        3   ActiveRecord::ConnectionAdapters::AbstractAdapter#log 
  0.05      0.000     0.000     0.000     0.000        1   <Class::AbstractController::Base>#internal_methods 
  0.05      0.000     0.000     0.000     0.000        1   ActionController::LogSubscriber#start_processing 
  0.05      0.027     0.000     0.000     0.027        1   ActionController::Metal#dispatch 
  0.05      0.000     0.000     0.000     0.000        2  *ActiveRecord::Delegation#auto_explain_threshold_in_seconds 
  0.05      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#determine_template 
  0.05      0.000     0.000     0.000     0.000        3   ActionDispatch::Http::URL#raw_host_with_port 
  0.05      0.000     0.000     0.000     0.000        1   ActionController::MimeResponds::Collector#negotiate_format 
  0.05      0.000     0.000     0.000     0.000        2   AbstractController::ViewPaths#_prefixes 
  0.05      0.030     0.000     0.000     0.030        1   Rack::Lock#call 
  0.05      0.000     0.000     0.000     0.000        8   NilClass#blank? 
  0.05      0.000     0.000     0.000     0.000        4   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#primary_key 
  0.05      0.001     0.000     0.000     0.001       32  *Journey::Visitors::Visitor#visit_CAT 
  0.05      0.000     0.000     0.000     0.000        4   Array#sort 
  0.05      0.000     0.000     0.000     0.000        2   ActiveRecord::Scoping::ClassMethods#current_scope= 
  0.05      0.000     0.000     0.000     0.000        4   Module#to_s 
  0.05      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#arel 
  0.05      0.000     0.000     0.000     0.000        1   ActiveRecord::Sanitization::ClassMethods#sanitize_sql_for_conditions 
  0.05      0.000     0.000     0.000     0.000        6   Journey::Nodes::Node#name 
  0.05      0.000     0.000     0.000     0.000        7   <Class::ActiveSupport::Duration>#=== 
  0.05      0.000     0.000     0.000     0.000        1   Rack::ETag#digest_body 
  0.05      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#relative_url_root 
  0.05      0.000     0.000     0.000     0.000        2   <Module::ActiveRecord::IdentityMap>#enabled 
  0.05      0.000     0.000     0.000     0.000        4   Array#delete_if 
  0.05      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#connection_id= 
  0.05      0.000     0.000     0.000     0.000        3   String#sub! 
  0.05      0.000     0.000     0.000     0.000        3   ActiveSupport::Configurable#config 
  0.05      0.000     0.000     0.000     0.000        2   ActiveRecord::Base#_run_find_callbacks 
  0.05      0.000     0.000     0.000     0.000        2   Rack::Request#scheme 
  0.05      0.030     0.000     0.000     0.030        1   ActionDispatch::RequestId#call 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#assign_default_content_type_and_charset! 
  0.05      0.000     0.000     0.000     0.000        3   Hash#extractable_options? 
  0.05      0.001     0.000     0.000     0.001        1   ActionView::Helpers::AssetTagHelper::StylesheetTagHelpers#stylesheet_link_tag 
  0.05      0.000     0.000     0.000     0.000        2   Object#blank? 
  0.05      0.000     0.000     0.000     0.000        1   Arel::Visitors::ToSql#visit_Arel_Attributes_Attribute 
  0.05      0.000     0.000     0.000     0.000        8   Array#compact 
  0.05      0.001     0.000     0.000     0.001        1   #<Module:0x007f95face2920>#new_batting_stat_path 
  0.05      0.028     0.000     0.000     0.028        1   Rack::ETag#call 
  0.05      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#view_context 
  0.05      0.000     0.000     0.000     0.000        7   Array#pop 
  0.05      0.000     0.000     0.000     0.000        1   Mime::Type#respond_to? 
  0.05      0.001     0.000     0.000     0.001        4   <Module::URI>#parse 
  0.05      0.000     0.000     0.000     0.000        2   ActiveSupport::LogSubscriber#info 
  0.05      0.000     0.000     0.000     0.000        8   <Class::URI::Generic>#default_port 
  0.05      0.030     0.000     0.000     0.029        1   Rails::Rack::Logger#call 
  0.05      0.000     0.000     0.000     0.000        1   ActionView::Context#_prepare_context 
  0.05      0.000     0.000     0.000     0.000       60   BasicObject#== 
  0.05      0.000     0.000     0.000     0.000        2   Arel::Visitors::ToSql#quote_table_name 
  0.05      0.017     0.000     0.000     0.017        1   ActionController::Rendering#render 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#method 
  0.05      0.000     0.000     0.000     0.000        3   ActionView::PathSet#find_all 
  0.05      0.000     0.000     0.000     0.000        7   Rack::Request#initialize 
  0.05      0.000     0.000     0.000     0.000        1   Rack::Response#write 
  0.05      0.000     0.000     0.000     0.000       11   String#empty? 
  0.05      0.000     0.000     0.000     0.000        2   #<Module:0x007f95face2920>#hash_for_edit_batting_stat_path 
  0.05      0.017     0.000     0.000     0.017        1   AbstractController::Rendering#render 
  0.05      0.000     0.000     0.000     0.000        5   <Class::File>#join 
  0.05      0.000     0.000     0.000     0.000        1   Journey::GTG::Simulator#simulate 
  0.05      0.029     0.000     0.000     0.028        1   ActionDispatch::Cookies#call 
  0.05      0.000     0.000     0.000     0.000        1   ActionView::Helpers::TagHelper#content_tag_string 
  0.05      0.000     0.000     0.000     0.000        1   BattingStatsController#_layout 
  0.05      0.000     0.000     0.000     0.000        7   Rational#/ 
  0.05      0.000     0.000     0.000     0.000        2   BattingStat(id: integer, player_id: integer, legacy_id: string, at_bats: integer, hits: integer, doubles: integer, triples: integer, home_runs: integer, runs_batted: integer, created_at: datetime, updated_at: datetime)#_run__4121453530686178835__initialize__109291186151795893__callbacks 
  0.05      0.033     0.000     0.000     0.033        1   ActiveSupport::Testing::Performance::ForClassicTestUnit#run_test 
  0.05      0.000     0.000     0.000     0.000        6   URI::Generic#userinfo 
  0.05      0.000     0.000     0.000     0.000        7   Journey::Nodes::Group#type 
  0.05      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet#extract_authentication 
  0.05      0.000     0.000     0.000     0.000        2   ActiveSupport::InheritableOptions#inheritable_copy 
  0.05      0.000     0.000     0.000     0.000        4  *Arel::Visitors::Visitor#visit 
  0.04      0.000     0.000     0.000     0.000        3   Logger::SimpleFormatter#call 
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Cache::Response#prepare_cache_control! 
  0.04      0.000     0.000     0.000     0.000        2   Rack::Utils#parse_nested_query 
  0.04      0.030     0.000     0.000     0.030        1   ActionDispatch::Static#call 
  0.04      0.000     0.000     0.000     0.000        8   Array#reverse 
  0.04      0.000     0.000     0.000     0.000        8   BasicObject#equal? 
  0.04      0.000     0.000     0.000     0.000        6   URI::Generic#set_path 
  0.04      0.028     0.000     0.000     0.028        1   ActionDispatch::Flash#call 
  0.04      0.000     0.000     0.000     0.000        4   #<Module:0x007f95fabfd258>#config 
  0.04      0.000     0.000     0.000     0.000        7   Numeric#quo 
  0.04      0.000     0.000     0.000     0.000        7   Class#superclass 
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_normalize_options 
  0.04      0.000     0.000     0.000     0.000        4   #<Class:0x007f95fdea2a28>#relative_url_root 
  0.04      0.000     0.000     0.000     0.000        3   ActiveSupport::HashWithIndifferentAccess#key? 
  0.04      0.017     0.000     0.000     0.017        1   Benchmark#realtime 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#find_layout 
  0.04      0.000     0.000     0.000     0.000        4   <Module::ActiveModel::Naming>#convert_to_model 
  0.04      0.000     0.000     0.000     0.000        7   ActiveSupport::Configurable::ClassMethods#config 
  0.04      0.000     0.000     0.000     0.000        1   ActiveSupport::TaggedLogging#push_tags 
  0.04      0.000     0.000     0.000     0.000        3   Logger::LogDevice#write 
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::DatabaseStatements#to_sql 
  0.04      0.000     0.000     0.000     0.000        4  *ActionView::Helpers::AssetTagHelper::AssetIncludeTag#expansions 
  0.04      0.000     0.000     0.000     0.000        4   Array#* 
  0.04      0.001     0.000     0.000     0.001        4   ActiveSupport::Notifications::Fanout#listening? 
  0.04      0.000     0.000     0.000     0.000        6   ActionController::LogSubscriber#logger 
  0.04      0.000     0.000     0.000     0.000        2   Rack::Utils::HeaderHash#initialize 
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::Locking::Optimistic::ClassMethods#initialize_attributes 
  0.04      0.001     0.000     0.000     0.001        1   Sprockets::Helpers::RailsHelper#javascript_include_tag 
  0.04      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#asset_host_config 
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionHandler#connected? 
  0.04      0.001     0.000     0.000     0.001        2   ActiveSupport::Inflector#pluralize 
  0.04      0.000     0.000     0.000     0.000        3   Rack::Utils::KeySpaceConstrainedParams#to_params_hash 
  0.04      0.000     0.000     0.000     0.000        5   Rack::Request#query_string 
  0.04      0.027     0.000     0.000     0.027        1   ActionDispatch::Routing::RouteSet::Dispatcher#dispatch 
  0.04      0.000     0.000     0.000     0.000        6   <Module::URI>#scheme_list 
  0.04      0.000     0.000     0.000     0.000        7   Rational#to_f 
  0.04      0.000     0.000     0.000     0.000        1   Journey::Router#find_routes 
  0.04      0.031     0.000     0.000     0.031        1   Rack::Test::Session#process_request 
  0.04      0.002     0.000     0.000     0.002        4  *AbstractController::UrlFor::ClassMethods#action_methods 
  0.04      0.000     0.000     0.000     0.000       11   PG::Result#ftype 
  0.04      0.000     0.000     0.000     0.000        6   URI::Generic#set_scheme 
  0.04      0.000     0.000     0.000     0.000        1   URI::Generic#merge0 
  0.04      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#compute_asset_host 
  0.04      0.000     0.000     0.000     0.000        2   Rack::Utils#status_code 
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#view_context_class 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#extract_format 
  0.04      0.000     0.000     0.000     0.000        7   ActionDispatch::Routing::RouteSet::Generator#current_controller 
  0.04      0.000     0.000     0.000     0.000        3   ActionView::LookupContext::DetailsCache#details_key 
  0.04      0.000     0.000     0.000     0.000        1   Rack::Request#GET 
  0.04      0.002     0.000     0.000     0.002        2   #<Module:0x007f95face2920>#edit_batting_stat_path 
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime#append_info_to_payload 
  0.04      0.000     0.000     0.000     0.000        1   PG::Result#values 
  0.04      0.001     0.000     0.000     0.001       48  *ActionController::HideActions::ClassMethods#action_methods 
  0.04      0.000     0.000     0.000     0.000        3   Logger#format_message 
  0.04      0.001     0.000     0.000     0.001        1   ActionView::Helpers::AssetTagHelper::StylesheetIncludeTag#asset_tag 
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::Inheritance::ClassMethods#finder_needs_type_condition? 
  0.04      0.000     0.000     0.000     0.000        6   URI::Generic#set_host 
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::ViewPaths#formats= 
  0.04      0.000     0.000     0.000     0.000        3   ActiveSupport::TaggedLogging#tags_text 
  0.04      0.000     0.000     0.000     0.000        1   Kernel#URI 
  0.04      0.028     0.000     0.000     0.028        1   Rack::ConditionalGet#call 
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#build_select 
  0.04      0.000     0.000     0.000     0.000        4   Arel::Visitors::Visitor#dispatch 
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_layout_for_option 
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Request#ip 
  0.04      0.000     0.000     0.000     0.000        2   Journey::Path::Pattern#match 
  0.04      0.000     0.000     0.000     0.000        2   Rack::Request#path 
  0.04      0.000     0.000     0.000     0.000        5   URI::Generic#split_userinfo 
  0.04      0.000     0.000     0.000     0.000        6   Journey::Nodes::Symbol#type 
  0.04      0.000     0.000     0.000     0.000        2   AbstractController::Rendering#view_renderer 
  0.04      0.000     0.000     0.000     0.000        1   Sprockets::Helpers::RailsHelper#asset_digests 
  0.04      0.022     0.000     0.000     0.022        1   ActionController::ImplicitRender#send_action 
  0.04      0.000     0.000     0.000     0.000        2   Class#allocate 
  0.04      0.001     0.000     0.000     0.001        2   String#pluralize 
  0.04      0.001     0.000     0.000     0.001        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#asset_tag 
  0.04      0.000     0.000     0.000     0.000        1   Arel::Visitors::ToSql#visit_Arel_Nodes_JoinSource 
  0.04      0.000     0.000     0.000     0.000        8   Kernel#object_id 
  0.04      0.022     0.000     0.000     0.022        1   AbstractController::Callbacks#process_action 
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::Inheritance::ClassMethods#find_sti_class 
  0.04      0.000     0.000     0.000     0.000        1   ActionController::RackDelegation#response_body= 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#to_a 
  0.04      0.000     0.000     0.000     0.000        2   Regexp#match 
  0.04      0.000     0.000     0.000     0.000        2   ActionController::RequestForgeryProtection#protect_against_forgery? 
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Upload#normalize_parameters 
  0.04      0.000     0.000     0.000     0.000        1   <Module::OpenSSL::Random>#random_bytes 
  0.04      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::Base>#arel_table 
  0.04      0.000     0.000     0.000     0.000        2   #<Class:0x007f95fdea2a28>#allow_forgery_protection 
  0.04      0.000     0.000     0.000     0.000       20   Fixnum#abs 
  0.04      0.000     0.000     0.000     0.000        1   <Module::SecureRandom>#random_bytes 
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#_normalize_options 
  0.04      0.000     0.000     0.000     0.000        2   URI::Generic#normalize! 
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_default_layout 
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Request#check_method 
  0.04      0.000     0.000     0.000     0.000        1   ActionController::ParamsWrapper#_wrapper_enabled? 
  0.04      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#lock_optimistically 
  0.04      0.000     0.000     0.000     0.000        5   URI::Generic#set_opaque 
  0.04      0.001     0.000     0.000     0.001        3   ActiveSupport::TaggedLogging#info 
  0.04      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#update_source_list 
  0.04      0.000     0.000     0.000     0.000        6   URI::Generic#set_fragment 
  0.04      0.000     0.000     0.000     0.000        7   Mime::Type#to_s 
  0.04      0.000     0.000     0.000     0.000        6   URI::Generic#set_query 
  0.04      0.000     0.000     0.000     0.000        1   ActionController::TemplateAssertions#setup_subscriptions 
  0.03      0.000     0.000     0.000     0.000        4  *<Class::ActiveRecord::Base>#connected? 
  0.03      0.000     0.000     0.000     0.000        1   Set#merge 
  0.03      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#rewrite_relative_url_root 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Utils::HeaderHash#include? 
  0.03      0.000     0.000     0.000     0.000        1   Set#each 
  0.03      0.000     0.000     0.000     0.000        2   Journey::GTG::TransitionTable#move 
  0.03      0.000     0.000     0.000     0.000        2   ActionController::RackDelegation#content_type 
  0.03      0.000     0.000     0.000     0.000        3   <Class::ActionView::Resolver>#caching 
  0.03      0.000     0.000     0.000     0.000        6   #<Class:0x007f95fdea2a28>#logger 
  0.03      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#determine_source 
  0.03      0.000     0.000     0.000     0.000        2   Method#owner 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Metal#initialize 
  0.03      0.000     0.000     0.000     0.000        4   ActionDispatch::Routing::PolymorphicRoutes#action_prefix 
  0.03      0.029     0.000     0.000     0.029        1   ActionDispatch::Callbacks#_run__396941713616506830__call__109291186151795893__callbacks 
  0.03      0.000     0.000     0.000     0.000        1   Rack::MockResponse#initialize 
  0.03      0.000     0.000     0.000     0.000        5   URI::Generic#set_registry 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Context#_layout_for 
  0.03      0.000     0.000     0.000     0.000        1   Mime::Type#method_missing 
  0.03      0.000     0.000     0.000     0.000        2  *ActionController::Base#protected_instance_variables 
  0.03      0.000     0.000     0.000     0.000        4   String#encode! 
  0.03      0.000     0.000     0.000     0.000        2  *ActionView::TemplateRenderer#resolve_layout 
  0.03      0.000     0.000     0.000     0.000        1   Regexp#initialize 
  0.03      0.000     0.000     0.000     0.000        2   ActiveSupport::HashWithIndifferentAccess#convert_value 
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Parameters#normalize_parameters 
  0.03      0.000     0.000     0.000     0.000        1   Rails::Rack::Logger#started_request_message 
  0.03      0.001     0.000     0.000     0.001        3   ActiveSupport::BufferedLogger#add 
  0.03      0.000     0.000     0.000     0.000        2   String#dasherize 
  0.03      0.000     0.000     0.000     0.000        3   ActiveRecord::ExplainSubscriber#call 
  0.03      0.000     0.000     0.000     0.000        3   Rack::Utils::KeySpaceConstrainedParams#initialize 
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::TestFixtures#teardown_fixtures 
  0.03      0.000     0.000     0.000     0.000        6   Hash#fetch 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#expand_sources 
  0.03      0.000     0.000     0.000     0.000        2   <Class::Rack::Utils::HeaderHash>#new 
  0.03      0.001     0.000     0.000     0.001        1   ActionView::Helpers::AssetTagHelper::JavascriptTagHelpers#javascript_include_tag 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::LookupContext#with_layout_format 
  0.03      0.000     0.000     0.000     0.000        2   ActiveRecord::Base#_run_initialize_callbacks 
  0.03      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionPool#connected? 
  0.03      0.000     0.000     0.000     0.000        3   URI::HTTP#initialize 
  0.03      0.017     0.000     0.000     0.017        1   ActionController::Streaming#_render_template 
  0.03      0.000     0.000     0.000     0.000       11   Hash#blank? 
  0.03      0.000     0.000     0.000     0.000        3   ActionView::LookupContext::ViewPaths#handlers_regexp 
  0.03      0.000     0.000     0.000     0.000        1   PG::Result#each_row 
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::Result#hash_rows 
  0.03      0.000     0.000     0.000     0.000        2   ActionController::Metal#params 
  0.03      0.000     0.000     0.000     0.000        7   Hash#reject! 
  0.03      0.000     0.000     0.000     0.000        1   BrowsingTest#_run__1872042160307382491__teardown__1671519186112314292__callbacks 
  0.03      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Cookies::CookieJar>#build 
  0.03      0.027     0.000     0.000     0.027        1   ActionDispatch::Routing::RouteSet::Dispatcher#call 
  0.03      0.000     0.000     0.000     0.000        3   ActionView::Resolver#find_all 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Helpers::RenderingHelper#_layout_for 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#extract_details 
  0.03      0.000     0.000     0.000     0.000        6   ActiveRecord::LogSubscriber#logger 
  0.03      0.000     0.000     0.000     0.000        1   <Class::ActionView::LookupContext::DetailsKey>#get 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#find_template 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Instrumentation::ClassMethods#log_process_action 
  0.03      0.023     0.000     0.000     0.023        5  *<Module::ActiveSupport::Notifications>#instrument 
  0.03      0.000     0.000     0.000     0.000        1   Rack::BodyProxy#close 
  0.03      0.000     0.000     0.000     0.000        2   ActionView::LookupContext::ViewPaths#find_all 
  0.03      0.000     0.000     0.000     0.000        2   Journey::GTG::TransitionTable#move_regexp 
  0.03      0.026     0.000     0.000     0.026        1   AbstractController::Base#process 
  0.03      0.029     0.000     0.000     0.029        1   ActiveRecord::ConnectionAdapters::ConnectionManagement#call 
  0.03      0.004     0.000     0.000     0.004        1   ActiveRecord::FinderMethods#all 
  0.03      0.017     0.000     0.000     0.017        1   AbstractController::Rendering#_render_template 
  0.03      0.000     0.000     0.000     0.000        1   Arel::Nodes::SelectStatement#initialize 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#prepare_session 
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::URL#standard_port 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::DetailsCache#_set_detail 
  0.03      0.000     0.000     0.000     0.000        1   Sprockets::Helpers::RailsHelper#asset_environment 
  0.03      0.000     0.000     0.000     0.000        7   Fixnum#- 
  0.03      0.000     0.000     0.000     0.000        1   Hash#each_key 
  0.03      0.000     0.000     0.000     0.000        1   Hash#eql? 
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime::ClassMethods#log_process_action 
  0.03      0.000     0.000     0.000     0.000        2   ActiveSupport::Notifications::Fanout#subscribe 
  0.03      0.000     0.000     0.000     0.000        1   <Class::Journey::Router::Utils>#normalize_path 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Rendering#_normalize_args 
  0.03      0.001     0.000     0.000     0.001        1   ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all 
  0.03      0.000     0.000     0.000     0.000        1   Journey::Router#filter_routes 
  0.03      0.000     0.000     0.000     0.000        1   #<Module:0x007f95face2920>#hash_for_new_batting_stat_path 
  0.03      0.000     0.000     0.000     0.000        1   Rails::Application#build_original_fullpath 
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::URL#host 
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::StringInquirer#method_missing 
  0.03      0.000     0.000     0.000     0.000        3   String#strip 
  0.03      0.000     0.000     0.000     0.000        2   ActionView::Template#compile! 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::LookupContext#initialize 
  0.03      0.000     0.000     0.000     0.000        1   URI::Generic#check_port 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::MimeResponds::Collector#response 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Test::CookieJar#for 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Utils::HeaderHash#merge 
  0.03      0.004     0.000     0.000     0.004        1   ActiveRecord::Relation#to_a 
  0.03      0.000     0.000     0.000     0.000        2   Enumerator#each 
  0.03      0.028     0.000     0.000     0.028        1   Rack::Session::Abstract::ID#context 
  0.03      0.000     0.000     0.000     0.000        3   BasicObject#!= 
  0.03      0.030     0.000     0.000     0.030        1   Rails::Engine#call 
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::MessageVerifier#initialize 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Metal#response_body= 
  0.03      0.017     0.000     0.000     0.017        1   ActionController::Instrumentation#render 
  0.03      0.029     0.000     0.000     0.029        1   ActionDispatch::DebugExceptions#call 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::ViewPaths#find 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#commit_session? 
  0.03      0.016     0.000     0.000     0.016        1   ActionView::Renderer#render 
  0.03      0.000     0.000     0.000     0.000        7   Fixnum#fdiv 
  0.03      0.000     0.000     0.000     0.000        1   Arel::Table#from 
  0.03      0.028     0.000     0.000     0.028        1   ActionDispatch::BestStandardsSupport#call 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet::Dispatcher#controller_reference 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#formats_regexp 
  0.03      0.022     0.000     0.000     0.022        1   AbstractController::Base#process_action 
  0.03      0.000     0.000     0.000     0.000        4   ActionDispatch::Routing::PolymorphicRoutes#routing_type 
  0.03      0.002     0.000     0.000     0.002        1   ActionController::HideActions#method_for_action 
  0.03      0.000     0.000     0.000     0.000        1   <Module::Arel>#sql 
  0.03      0.000     0.000     0.000     0.000        4   URI::Generic#absolute? 
  0.03      0.029     0.000     0.000     0.029        1   ActiveSupport::TaggedLogging#tagged 
  0.03      0.000     0.000     0.000     0.000        3   URI::Generic#parser 
  0.03      0.000     0.000     0.000     0.000        6   Fixnum#== 
  0.03      0.000     0.000     0.000     0.000        1   Arel::Visitors::ToSql#accept 
  0.03      0.000     0.000     0.000     0.000        4   Enumerable#find_all 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Compatibility#_normalize_options 
  0.03      0.000     0.000     0.000     0.000        3   Mime::Type#ref 
