Thread ID: 70141056596960
Fiber ID: 70141066590800
Total: 0.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
   NaN      0.000     0.000     0.000     0.000       11   ActiveSupport::OrderedOptions#method_missing 
   NaN      0.000     0.000     0.000     0.000       11   Rails::Application#config 
   NaN      0.000     0.000     0.000     0.000        3   Sprockets::Helpers::RailsHelper#compile_assets? 
   NaN      0.000     0.000     0.000     0.000        2   Sprockets::Helpers::RailsHelper#debug_assets? 
   NaN      0.000     0.000     0.000     0.000        3   Kernel#instance_of? 
   NaN      0.000     0.000     0.000     0.000        3   Hash#extractable_options? 
   NaN      0.000     0.000     0.000     0.000        1   Sprockets::Helpers::RailsHelper#stylesheet_link_tag 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::CompiledTemplates#_app_views_layouts_application_html_erb___1179585729785868970_70141092053500 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::OutputFlow#set 
   NaN      0.000     0.000     0.000     0.000        1   #<Module:0x007f95face2920>#hash_for_new_league_path 
   NaN      0.000     0.000     0.000     0.000        1   #<Module:0x007f95face2920>#new_league_path 
   NaN      0.000     0.000     0.000     0.000        4   Array#* 
   NaN      0.000     0.000     0.000     0.000        4   Array#sort 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Inflector#dasherize 
   NaN      0.000     0.000     0.000     0.000        2   String#dasherize 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Helpers::UrlHelper#add_method_to_attributes! 
   NaN      0.000     0.000     0.000     0.000        2   #<Module:0x007f95face2920>#hash_for_edit_league_path 
   NaN      0.000     0.000     0.000     0.000        2   #<Module:0x007f95face2920>#edit_league_path 
   NaN      0.000     0.000     0.000     0.000       14   ActiveSupport::SafeBuffer#to_s 
   NaN      0.000     0.000     0.000     0.000        9   ActionView::Helpers::TagHelper#tag_options 
   NaN      0.000     0.000     0.000     0.000        7   Hash#reject! 
   NaN      0.000     0.000     0.000     0.000        7   <Module::ActionDispatch::Http::URL>#url_for 
   NaN      0.000     0.000     0.000     0.000        7   Hash#== 
   NaN      0.000     0.000     0.000     0.000        7   Journey::Visitors::Formatter#visit_GROUP 
   NaN      0.000     0.000     0.000     0.000        7   Journey::Nodes::Group#type 
   NaN      0.000     0.000     0.000     0.000        6   URI::Parser#escape 
   NaN      0.000     0.000     0.000     0.000        6   <Class::Journey::Router::Utils>#escape_path 
   NaN      0.000     0.000     0.000     0.000        6   String#tr 
   NaN      0.000     0.000     0.000     0.000        6   Journey::Nodes::Node#name 
   NaN      0.000     0.000     0.000     0.000        6   Journey::Nodes::Node#to_sym 
