Thread ID: 70141056596960
Fiber ID: 70141066590800
Total: 0.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
   NaN      0.000     0.000     0.000     0.000        5   Hash#each 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Test::Session#headers_for_env 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Test::Session#default_env 
   NaN      0.000     0.000     0.000     0.000        2   String#[] 
   NaN      0.000     0.000     0.000     0.000        3   Kernel#freeze 
   NaN      0.000     0.000     0.000     0.000        3   URI::HTTP#initialize 
   NaN      0.000     0.000     0.000     0.000        3   Hash#include? 
   NaN      0.000     0.000     0.000     0.000        8   String#upcase 
   NaN      0.000     0.000     0.000     0.000        6   <Module::URI>#scheme_list 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Test::Session#env_for 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Test::Session#request 
   NaN      0.000     0.000     0.000     0.000        2   URI::Generic#path_query 
   NaN      0.000     0.000     0.000     0.000       51   BasicObject#== 
   NaN      0.000     0.000     0.000     0.000        4   Fixnum#== 
   NaN      0.000     0.000     0.000     0.000        1   BasicObject#!= 
   NaN      0.000     0.000     0.000     0.000        2   URI::Generic#to_s 
   NaN      0.000     0.000     0.000     0.000        3   Array#join 
   NaN      0.000     0.000     0.000     0.000        1   Array#delete 
   NaN      0.000     0.000     0.000     0.000        3   Array#shift 
   NaN      0.000     0.000     0.000     0.000        2   Array#clear 
   NaN      0.000     0.000     0.000     0.000        1   Array#index 
   NaN      0.000     0.000     0.000     0.000        3   Array#last 
   NaN      0.000     0.000     0.000     0.000        2   URI::Generic#split_path 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#merge_path 
   NaN      0.000     0.000     0.000     0.000        8   String#empty? 
   NaN      0.000     0.000     0.000     0.000        1   Kernel#nil? 
   NaN      0.000     0.000     0.000     0.000        1   Array#== 
   NaN      0.000     0.000     0.000     0.000        7   NilClass#nil? 
   NaN      0.000     0.000     0.000     0.000        6   URI::Generic#userinfo 
   NaN      0.000     0.000     0.000     0.000        2   Array#collect 
   NaN      0.000     0.000     0.000     0.000        2   <Class::URI::Generic>#component 
   NaN      0.000     0.000     0.000     0.000        2   URI::Generic#component 
   NaN      0.000     0.000     0.000     0.000        2   URI::Generic#component_ary 
   NaN      0.000     0.000     0.000     0.000       12   String#downcase 
   NaN      0.000     0.000     0.000     0.000        2   URI::Generic#normalize! 
   NaN      0.000     0.000     0.000     0.000        2   URI::Generic#normalize 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#== 
   NaN      0.000     0.000     0.000     0.000        4   Kernel#initialize_copy 
   NaN      0.000     0.000     0.000     0.000        4   URI::Generic#absolute? 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#relative? 
   NaN      0.000     0.000     0.000     0.000        2   <Class::String>#try_convert 
   NaN      0.000     0.000     0.000     0.000        1   URI::Parser#convert_to_uri 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#merge0 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#merge 
   NaN      0.000     0.000     0.000     0.000        5   Kernel#kind_of? 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#check_port 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#port= 
   NaN      0.000     0.000     0.000     0.000        3   String#to_i 
   NaN      0.000     0.000     0.000     0.000        3   Array#empty? 
   NaN      0.000     0.000     0.000     0.000        1   Object#try 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#check_host 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#host= 
   NaN      0.000     0.000     0.000     0.000        2   Regexp#=~ 
   NaN      0.000     0.000     0.000     0.000        3   Kernel#!~ 
   NaN      0.000     0.000     0.000     0.000        3   URI::Generic#parser 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#check_scheme 
   NaN      0.000     0.000     0.000     0.000        1   URI::Generic#scheme= 
   NaN      0.000     0.000     0.000     0.000        8   <Class::URI::Generic>#default_port 
   NaN      0.000     0.000     0.000     0.000        8   URI::Generic#default_port 
   NaN      0.000     0.000     0.000     0.000        6   URI::Generic#set_fragment 
   NaN      0.000     0.000     0.000     0.000        5   URI::Generic#set_registry 
   NaN      0.000     0.000     0.000     0.000        5   URI::Generic#set_opaque 
   NaN      0.000     0.000     0.000     0.000        6   URI::Generic#set_query 
   NaN      0.000     0.000     0.000     0.000        6   URI::Generic#set_path 
   NaN      0.000     0.000     0.000     0.000        7   URI::Generic#set_port 
   NaN      0.000     0.000     0.000     0.000        6   URI::Generic#set_host 
   NaN      0.000     0.000     0.000     0.000        5   URI::Generic#split_userinfo 
   NaN      0.000     0.000     0.000     0.000        5   URI::Generic#set_userinfo 
   NaN      0.000     0.000     0.000     0.000        6   URI::Generic#set_scheme 
   NaN      0.000     0.000     0.000     0.000        5   URI::Generic#initialize 
   NaN      0.000     0.000     0.000     0.000        5   MatchData#[] 
   NaN      0.000     0.000     0.000     0.000        7   Regexp#=== 
   NaN      0.000     0.000     0.000     0.000        5   URI::Parser#split 
   NaN      0.000     0.000     0.000     0.000        5   URI::Parser#parse 
   NaN      0.000     0.000     0.000     0.000        4   <Module::URI>#parse 
   NaN      0.000     0.000     0.000     0.000        2   Hash#merge! 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Test::Session#initialize 
   NaN      0.000     0.000     0.000     0.000        2   ActionDispatch::Integration::Session#_mock_session 
   NaN      0.000     0.000     0.000     0.000        3   ActionDispatch::Integration::Session#https? 
   NaN      0.000     0.000     0.000     0.000        2   ActionDispatch::Integration::Session#host 
   NaN      0.000     0.000     0.000     0.000        1   Module#< 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Integration::Session#process 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Integration::RequestHelpers#get 
   NaN      0.000     0.000     0.000     0.000        8   String#== 
   NaN      0.000     0.000     0.000     0.000        1   Object#in? 
   NaN      0.000     0.000     0.000     0.000        2  *BrowsingTest#test_homepage 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::Testing::Performance::Metrics::Base#profile 
   NaN      0.000     0.000     0.000     0.000        1   Test::Unit::TestCase#setup 
   NaN      0.000     0.000     0.000     0.000        1   Rails::Engine#routes 
   NaN      0.000     0.000     0.000     0.000        1   <Module::Rails>#application 
   NaN      0.000     0.000     0.000     0.000        1   <Module::ActiveRecord::IdentityMap>#repository 
   NaN      0.000     0.000     0.000     0.000        1   <Module::ActiveRecord::IdentityMap>#clear 
   NaN      0.000     0.000     0.000     0.000        2  *ActiveSupport::TestCase#use_instantiated_fixtures 
   NaN      0.000     0.000     0.000     0.000        2   ActiveRecord::ExplainSubscriber#call 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::BufferedLogger#level 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::BufferedLogger#debug? 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::TaggedLogging#method_missing 
   NaN      0.000     0.000     0.000     0.000        2   Thread#[]= 
   NaN      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::LogSubscriber>#runtime= 
   NaN      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::LogSubscriber>#runtime 
   NaN      0.000     0.000     0.000     0.000        2   ActiveRecord::LogSubscriber#sql 
   NaN      0.000     0.000     0.000     0.000        2   Fixnum#fdiv 
   NaN      0.000     0.000     0.000     0.000        2   Rational#to_f 
   NaN      0.000     0.000     0.000     0.000        2   Rational#/ 
   NaN      0.000     0.000     0.000     0.000        2   Numeric#quo 
   NaN      0.000     0.000     0.000     0.000        2   Fixnum#- 
   NaN      0.000     0.000     0.000     0.000        2   Time#minus_without_duration 
   NaN      0.000     0.000     0.000     0.000        2   <Class::ActiveSupport::Duration>#=== 
   NaN      0.000     0.000     0.000     0.000        2   Time#minus_with_duration 
   NaN      0.000     0.000     0.000     0.000        8   Kernel#is_a? 
   NaN      0.000     0.000     0.000     0.000        2   Time#minus_with_coercion 
   NaN      0.000     0.000     0.000     0.000       11   Kernel#dup 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Notifications::Event#initialize 
   NaN      0.000     0.000     0.000     0.000        4   Array#first 
   NaN      0.000     0.000     0.000     0.000       10   String#split 
   NaN      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#logger 
   NaN      0.000     0.000     0.000     0.000        4   ActiveRecord::LogSubscriber#logger 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::LogSubscriber#call 
   NaN      0.000     0.000     0.000     0.000        4   ActiveSupport::Notifications::Fanout::Subscriber#publish 
